"TipLabel","Brain_Size_mL","Body_Mass_g","Cooperative","Sociality","Territoriality","Diet","Diet_Simple","Foraging_Niche","Foraging_Niche_Simple","Migration","Dev_Mode","Clade","CladeFit"
"Gallinula_melanops",1.52,154,"NonCooperative","3","weak","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","Sedentary",1.438408071,"Gruiformes","Gruiformes"
"Hieraaetus_morphnoides",7.81,791,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Syrigma_sibilatrix",4.61,463,"NonCooperative","2","none","Invertebrates","Invertebrates","GroundForaging","GroundForaging","PartiallyMigratory",-0.554355655,"Pelecaniformes","Pelecaniformes"
"Aramides_cajanea",3.99,400.4,"NonCooperative","3","strong","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",0.448630909,"Gruiformes","Gruiformes"
"Ramphastos_toco",6.17,618,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-3.5090668,"Piciformes","Piciformes"
"Zenaida_macroura",1.19,119,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Buteo_lagopus",9.2,919.6,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Migratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Jacana_jacana",1.29,129,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",2.311949719,"Charadriiformes","Charadriiformes"
"Ramphastos_tucanus",5.98,595,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-4.700762963,"Piciformes","Piciformes"
"Gallinago_undulata",2.89,285,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",1.438408071,"Charadriiformes","Charadriiformes"
"Bucephala_albeola",4.1,403.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",2.311949719,"Anseriformes","Anseriformes"
"Melierax_canorus",6.88,675,"Cooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Himantopus_mexicanus",1.9,186,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Charadriiformes","Charadriiformes"
"Scolopax_minor",2.02,197.5,"NonCooperative","1","none","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",1.438408071,"Charadriiformes","Charadriiformes"
"Stercorarius_longicaudus",2.96,288.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","Migratory",1.186440334,"Charadriiformes","Charadriiformes"
"Milvus_migrans",5.82,567,"NonCooperative","3","none","Ca","Vertebrates","ForagingGeneralist","ForagingGeneralist","Migratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Streptopelia_tranquebarica",1.06,103,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Turtur_brehmeri",1.32,128,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-2.26555776,"Columbiformes","Columbiformes"
"Fulmarus_glacialis",6.33,613,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","Migratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Eurostopodus_macrotis",1.46,141,"NonCooperative","3","weak","Invertebrates","Invertebrates","AerialScreaning","AerialScreaning","Sedentary",1.217576525,"Caprimulgiformes","Caprimulgiformes"
"Puffinus_pacificus",3.97,383.4,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticPlunge","Aquatic","Migratory",-0.78611488,"Procellariiformes","Procellariiformes"
"Bubulcus_ibis",3.81,366,"NonCooperative","2","none","Generalist","Generalist","GroundForaging","GroundForaging","PartiallyMigratory",-0.454083206,"Pelecaniformes","Pelecaniformes"
"Ptilinopus_ornatus",1.7,163.3,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Cursorius_cursor",1.44,138,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","PartiallyMigratory",1.438408071,"Charadriiformes","Charadriiformes"
"Calidris_tenuirostris",1.54,147.5,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Porphyrio_martinica",2.47,236,"Cooperative","3","weak","AquaticPlants","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",1.407271881,"Gruiformes","Gruiformes"
"Tringa_melanoleuca",1.79,171,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.291192259,"Charadriiformes","Charadriiformes"
"Psittrichas_fulgidus",7.8,745,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.728307438,"Psittaciformes","Psittaciformes"
"Pluvialis_apricaria",2.23,212.9,"NonCooperative","2","none","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Migratory",2.301570989,"Charadriiformes","Charadriiformes"
"Herpetotheres_cachinnans",6.55,625,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.682489127,"Falconiformes","Falconiformes"
"Falco_eleonorae",4.04,385,"NonCooperative","2","none","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Migratory",-0.578863373,"Falconiformes","Falconiformes"
"Falco_berigora",6.24,593.5,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.993366386,"Falconiformes","Falconiformes"
"Steatornis_caripensis",3.9,370,"NonCooperative","2","none","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Caprimulgiformes","Caprimulgiformes"
"Gallinago_media",1.8,170.5,"NonCooperative","1","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Macheiramphus_alcinus",6.6,625,"NonCooperative","2","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Zenaida_auriculata",1.19,112.7,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Centropus_phasianinus",4.12,389.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.77245825,"Cuculiformes","Cuculiformes"
"Spizaetus_melanoleucus",8.1,765,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Ptilinopus_monacha",0.91,85.9,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Pulsatrix_perspicillata",10.6,1000,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-1.555726739,"Strigiformes","Strigiformes"
"Tauraco_persa",3.25,306,"NonCooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-0.523219464,"Musophagiformes","Background"
"Vanellus_vanellus",2.33,218.5,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Charadriiformes","Charadriiformes"
"Brachyramphus_marmoratus",2.35,220,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Limosa_limosa",2.7,252,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.311949719,"Charadriiformes","Charadriiformes"
"Ptilinopus_insularis",1.07,100,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Accipiter_cooperii",4.7,439,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Migratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Anthracoceros_malayanus",11.25,1050,"Cooperative","3","strong","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Bucerotiformes","Bucerotiformes"
"Chordeiles_minor",0.85,79.3,"NonCooperative","2","weak","Invertebrates","Invertebrates","AerialScreaning","AerialScreaning","Migratory",1.103410493,"Caprimulgiformes","Caprimulgiformes"
"Himantopus_himantopus",1.9,177.3,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",2.332707179,"Charadriiformes","Charadriiformes"
"Ptilinopus_hyogastrus",1.6,149,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Ptychoramphus_aleuticus",2.06,191.8,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Anas_hottentota",3.01,280,"NonCooperative","3","none","AquaticPlants","PlantsSeeds","AquaticSurface","Aquatic","Sedentary",2.332707179,"Anseriformes","Anseriformes"
"Rissa_brevirostris",4.07,377,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticPlunge","Aquatic","PartiallyMigratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Centropus_goliath",5.54,511.5,"NonCooperative","3","weak","Invertebrates","Invertebrates","ArborealGleaning","Gleaning","PartiallyMigratory",-1.77245825,"Cuculiformes","Cuculiformes"
"Gallinago_nobilis",2.09,192.5,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",1.438408071,"Charadriiformes","Charadriiformes"
"Tachybaptus_novaehollandiae",1.66,152.3,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Sedentary",1.417650611,"Podicipediformes","Podicipediformes"
"Streptopelia_vinacea",1.2,110,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Ptilinopus_porphyraceus",1.3,119,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Menura_novaehollandiae",10.71,980,"NonCooperative","1","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.841493969,"Menuroidea","Background"
"Streptopelia_decipiens",1.6,146,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.987371821,"Columbiformes","Columbiformes"
"Phalaenoptilus_nuttallii",0.53,48.4,"NonCooperative","2","none","Invertebrates","Invertebrates","AerialScreaning","AerialScreaning","PartiallyMigratory",0.947729541,"Caprimulgiformes","Caprimulgiformes"
"Tyto_longimembris",5.25,478,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Sedentary",-2.392314056,"Strigiformes","Strigiformes"
"Ichthyophaga_humilis",8.6,782.5,"NonCooperative","3","strong","AquaticAnimals","AquaticAnimals","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Bycanistes_cylindricus",10.13,921,"NonCooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Bucerotiformes","Bucerotiformes"
"Ptilinopus_dupetithouarsii",1.1,100,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Amaurornis_phoenicurus",2.34,212.5,"NonCooperative","3","strong","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",1.438408071,"Gruiformes","Gruiformes"
"Irediparra_gallinacea",1.13,102.6,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Sedentary",2.332707179,"Charadriiformes","Charadriiformes"
"Pardirallus_maculatus",1.89,171,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",1.438408071,"Gruiformes","Gruiformes"
"Egretta_garzetta",3.46,312,"NonCooperative","2","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",-0.529847936,"Pelecaniformes","Pelecaniformes"
"Leptotila_verreauxi",1.42,127.7,"NonCooperative","3","weak","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.521055931,"Columbiformes","Columbiformes"
"Rissa_tridactyla",4.31,387.3,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","ForagingGeneralist","ForagingGeneralist","PartiallyMigratory",-0.578863373,"Charadriiformes","Charadriiformes"
"Leucopternis_albicollis",7.9,709.5,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Busarellus_nigricollis",8.75,785,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Synthliboramphus_antiquus",2.43,218,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticDive","Aquatic","Migratory",1.38651442,"Charadriiformes","Charadriiformes"
"Xema_sabini",2.21,198,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","ForagingGeneralist","ForagingGeneralist","PartiallyMigratory",1.165682874,"Charadriiformes","Charadriiformes"
"Gallicolumba_beccarii",1.05,94,"NonCooperative","2","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",-1.077891071,"Columbiformes","Columbiformes"
"Ptilinopus_purpuratus",0.99,88.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Ceratogymna_atrata",13.5,1203.5,"Cooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Bucerotiformes","Bucerotiformes"
"Buteo_platypterus",5.12,455,"NonCooperative","3","strong","Vertebrates","Vertebrates","AerialSallying","AerialSallying","Migratory",-0.578863373,"Accipitriformes","Accipitriformes"
"Megaceryle_torquata",3.57,317,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","AerialSallying","AerialSallying","Sedentary",-2.73187365,"Coraciiformes","Coraciiformes"
"Turnix_varius",1.04,91.9,"NonCooperative","2","weak","Generalist","Generalist","GroundForaging","GroundForaging","Sedentary",1.438408071,"Charadriiformes","Charadriiformes"
"Phalaropus_fulicarius",0.56,49.4,"NonCooperative","1","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Zenaida_asiatica",1.45,127,"NonCooperative","3","none","Seeds","PlantsSeeds","GroundForaging","GroundForaging","Sedentary",-1.469243054,"Columbiformes","Columbiformes"
"Pluvialis_squatarola",2.56,223.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.311949719,"Charadriiformes","Charadriiformes"
"Philomachus_pugnax",1.56,136,"NonCooperative","1","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",1.438408071,"Charadriiformes","Charadriiformes"
"Nyctibius_griseus",1.98,172.5,"NonCooperative","3","strong","Invertebrates","Invertebrates","AerialSallying","AerialSallying","Sedentary",-0.578863373,"Caprimulgiformes","Caprimulgiformes"
"Oceanodroma_tristrami",1.06,92,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AerialScreaning","AerialScreaning","Migratory",-1.459682276,"Procellariiformes","Procellariiformes"
"Geococcyx_californianus",3.49,302.7,"NonCooperative","3","strong","Invertebrates","Invertebrates","GroundForaging","GroundForaging","Sedentary",-1.744496687,"Cuculiformes","Cuculiformes"
"Haliastur_indus",6.1,529,"NonCooperative","3","weak","Vertebrates","Vertebrates","AerialScreaning","AerialScreaning","Sedentary",-0.578863373,"Accipitriformes","Accipitriformes"
"Pharomachrus_mocinno",2.34,202.5,"NonCooperative","3","weak","Fruit","FruitNectar","AerialSallying","AerialSallying","Sedentary",-2.997647279,"Trogoniformes","Trogoniformes"
"Charadrius_vociferus",1.12,96.6,"NonCooperative","3","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Bycanistes_bucinator",7.5,644,"Cooperative","3","weak","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-2.939125157,"Bucerotiformes","Bucerotiformes"
"Daption_capense",5.02,430,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","AquaticSurface","Aquatic","PartiallyMigratory",-0.578863373,"Procellariiformes","Procellariiformes"
"Ptilinopus_magnificus",2.17,185.5,"NonCooperative","3","none","Fruit","FruitNectar","ArborealGleaning","Gleaning","Sedentary",-1.676494561,"Columbiformes","Columbiformes"
"Rostratula_benghalensis",1.42,121,"NonCooperative","2","weak","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","PartiallyMigratory",1.438408071,"Charadriiformes","Charadriiformes"
"Tringa_nebularia",1.85,157.5,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Tringa_totanus",1.52,129,"NonCooperative","3","none","AquaticAnimals","AquaticAnimals","GroundForaging","GroundForaging","Migratory",2.332707179,"Charadriiformes","Charadriiformes"
"Notiomystis_cincta",1.16,98.4,"Cooperative","3","weak","Generalist","Generalist","ArborealGleaning","Gleaning","Sedentary",-2.152371229,"Corvoidea","Corvoidea"
